road_id,segment_id,osm_way_id,from_lat,from_lon,to_lat,to_lon,length_m,road_type,lanes,speed_limit_kph,oneway,province,municipality
N3,N3_000235,,-25.918498,28.265419,-25.913006,28.263023,665.1,national,4,80,0,Gauteng,Ekurhuleni
N3,N3_000236,,-25.367333,27.531875,-25.376954,27.528149,1145.3,national,2,120,0,Gauteng,City of Tshwane
N3,N3_000237,,-25.947635,28.133774,-25.948203,28.140742,776.0,national,4,60,0,Gauteng,Ekurhuleni
N3,N3_000238,,-26.330456,27.790059,-26.327211,27.790569,364.6,national,3,80,1,Gauteng,Ekurhuleni
N3,N3_000239,,-26.154975,27.825144,-26.149535,27.829562,777.9,national,4,100,1,Gauteng,City of Johannesburg
N3,N3_000240,,-25.355461,27.734808,-25.359491,27.743638,1077.4,national,3,100,0,Gauteng,Ekurhuleni
N12,N12_000241,,-25.683515,27.780449,-25.686539,27.789123,1019.6,national,4,100,1,Gauteng,City of Johannesburg
N12,N12_000242,,-25.85448,28.051829,-25.846565,28.04972,909.3,national,3,80,1,Gauteng,City of Johannesburg
N12,N12_000243,,-26.226081,28.25697,-26.229154,28.255818,364.3,national,3,120,0,Gauteng,City of Johannesburg
N12,N12_000244,,-25.523663,27.725359,-25.522423,27.720791,525.4,national,2,80,0,Gauteng,City of Johannesburg
N12,N12_000245,,-25.729216,28.03725,-25.726457,28.0283,1039.6,national,3,100,1,Gauteng,City of Johannesburg
N12,N12_000246,,-25.71445,27.56496,-25.70516,27.574518,1479.6,national,2,120,1,Gauteng,City of Tshwane
N12,N12_000247,,-25.7543,28.307093,-25.758555,28.302801,670.8,national,2,60,0,Gauteng,Ekurhuleni
N12,N12_000248,,-25.639708,28.4204,-25.648962,28.428829,1389.5,national,3,80,0,Gauteng,City of Tshwane
N12,N12_000249,,-25.575651,27.623574,-25.570671,27.63102,994.3,national,3,60,0,Gauteng,City of Tshwane
N12,N12_000250,,-25.86165,27.528761,-25.85199,27.524452,1174.1,national,4,120,0,Gauteng,Ekurhuleni
N12,N12_000251,,-25.991573,27.631374,-25.99932,27.624624,1140.6,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000252,,-25.642397,28.348921,-25.641041,28.354067,590.7,national,2,120,1,Gauteng,Ekurhuleni
N12,N12_000253,,-26.173695,27.881,-26.181787,27.890634,1396.5,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000254,,-26.260979,27.682626,-26.255904,27.691707,1154.7,national,3,60,1,Gauteng,Ekurhuleni
N12,N12_000255,,-26.132582,27.683563,-26.129226,27.682871,380.3,national,2,120,1,Gauteng,Ekurhuleni
N12,N12_000256,,-26.44736,28.499356,-26.451459,28.501649,521.3,national,2,80,1,Gauteng,City of Johannesburg
N12,N12_000257,,-26.008528,28.586606,-26.011056,28.590645,528.9,national,3,80,0,Gauteng,Ekurhuleni
N12,N12_000258,,-25.618839,28.447762,-25.627202,28.446697,935.7,national,4,100,0,Gauteng,Ekurhuleni
N12,N12_000259,,-26.454129,28.394529,-26.446071,28.388572,1112.3,national,4,80,0,Gauteng,City of Tshwane
N12,N12_000260,,-25.489168,27.930209,-25.485562,27.934547,626.2,national,3,60,1,Gauteng,City of Johannesburg
N12,N12_000261,,-26.010538,28.015897,-26.011402,28.007052,986.5,national,3,100,0,Gauteng,City of Tshwane
N12,N12_000262,,-26.269206,27.403619,-26.274848,27.39508,1136.1,national,3,100,0,Gauteng,Ekurhuleni
N12,N12_000263,,-25.307639,28.521499,-25.316259,28.530175,1357.5,national,2,100,1,Gauteng,City of Johannesburg
N12,N12_000264,,-25.600336,28.318993,-25.590769,28.321911,1110.2,national,3,100,1,Gauteng,City of Tshwane
N12,N12_000265,,-25.469494,28.488121,-25.471981,28.491776,490.7,national,4,80,1,Gauteng,City of Johannesburg
N12,N12_000266,,-26.367984,28.04471,-26.367407,28.049267,509.9,national,2,60,0,Gauteng,City of Tshwane
N12,N12_000267,,-25.998095,28.262913,-25.999612,28.260499,316.5,national,2,80,1,Gauteng,City of Tshwane
N12,N12_000268,,-26.398342,27.626177,-26.390838,27.631487,1020.4,national,2,120,0,Gauteng,City of Johannesburg
N12,N12_000269,,-26.332094,27.521076,-26.341422,27.523032,1058.0,national,4,60,0,Gauteng,Ekurhuleni
N12,N12_000270,,-26.542492,27.926755,-26.541697,27.931843,571.6,national,2,80,1,Gauteng,City of Johannesburg
N12,N12_000271,,-25.539478,28.277821,-25.5431,28.279779,457.0,national,4,100,0,Gauteng,City of Tshwane
N12,N12_000272,,-25.460864,28.582835,-25.460439,28.581106,197.6,national,3,60,0,Gauteng,Ekurhuleni
N12,N12_000273,,-25.717625,28.067021,-25.726687,28.063909,1063.6,national,4,120,1,Gauteng,Ekurhuleni
N12,N12_000274,,-26.058778,27.579061,-26.061249,27.584149,627.9,national,3,80,0,Gauteng,City of Tshwane
N12,N12_000275,,-25.485196,27.573222,-25.485935,27.564374,985.5,national,3,120,0,Gauteng,City of Tshwane
N12,N12_000276,,-26.284284,27.644004,-26.28135,27.652449,992.3,national,3,60,0,Gauteng,City of Johannesburg
N12,N12_000277,,-26.251,28.208406,-26.248942,28.215878,860.3,national,2,80,1,Gauteng,City of Johannesburg
N12,N12_000278,,-25.469684,27.799557,-25.460544,27.789864,1478.9,national,2,60,1,Gauteng,City of Johannesburg
N12,N12_000279,,-25.695686,28.244522,-25.697753,28.239309,622.5,national,3,100,1,Gauteng,City of Tshwane
N12,N12_000280,,-25.906255,27.831111,-25.911024,27.831367,530.1,national,3,120,0,Gauteng,Ekurhuleni
N12,N12_000281,,-25.989662,28.407677,-25.981375,28.405091,963.6,national,3,60,0,Gauteng,Ekurhuleni
N12,N12_000282,,-26.4103,27.712929,-26.401605,27.714512,981.0,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000283,,-26.171175,27.855808,-26.164508,27.855794,740.1,national,4,100,1,Gauteng,City of Tshwane
N12,N12_000284,,-25.343539,28.170033,-25.343727,28.163398,736.8,national,3,80,0,Gauteng,Ekurhuleni
N12,N12_000285,,-25.88949,27.620857,-25.881703,27.630663,1390.0,national,2,60,0,Gauteng,Ekurhuleni
N12,N12_000286,,-26.536931,27.407661,-26.544181,27.410275,855.5,national,2,80,0,Gauteng,City of Johannesburg
N12,N12_000287,,-25.942547,27.847841,-25.94019,27.851176,453.3,national,4,120,1,Gauteng,City of Johannesburg
N12,N12_000288,,-26.591404,28.061972,-26.601167,28.06256,1085.7,national,3,100,0,Gauteng,Ekurhuleni
N12,N12_000289,,-25.542896,28.20884,-25.536773,28.217035,1135.6,national,2,60,0,Gauteng,City of Johannesburg
N12,N12_000290,,-26.350488,28.031747,-26.344184,28.027093,869.8,national,3,60,1,Gauteng,City of Tshwane
N12,N12_000291,,-26.003303,27.691849,-25.999358,27.687848,623.6,national,2,60,0,Gauteng,City of Tshwane
N12,N12_000292,,-26.106957,28.063242,-26.115835,28.053431,1468.7,national,2,60,1,Gauteng,City of Tshwane
N12,N12_000293,,-25.761621,27.797525,-25.752074,27.807002,1493.1,national,4,60,0,Gauteng,City of Johannesburg
N12,N12_000294,,-25.428345,28.230745,-25.427009,28.226167,529.4,national,2,100,0,Gauteng,City of Johannesburg
N12,N12_000295,,-25.392604,27.777382,-25.383375,27.779123,1042.5,national,4,120,0,Gauteng,City of Tshwane
N12,N12_000296,,-26.388815,27.688567,-26.382122,27.68635,782.6,national,4,100,1,Gauteng,Ekurhuleni
N12,N12_000297,,-26.418064,28.586174,-26.413581,28.58619,497.6,national,3,60,0,Gauteng,City of Tshwane
N12,N12_000298,,-26.298213,27.491222,-26.29611,27.493499,344.1,national,4,120,1,Gauteng,City of Johannesburg
N12,N12_000299,,-25.77564,28.340258,-25.776629,28.334821,613.4,national,4,120,1,Gauteng,City of Johannesburg
N12,N12_000300,,-25.716397,28.192806,-25.724683,28.195178,956.7,national,2,60,0,Gauteng,City of Tshwane
N12,N12_000301,,-26.399513,28.254013,-26.396835,28.258806,609.4,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000302,,-26.593246,27.769921,-26.596048,27.765316,598.3,national,2,60,0,Gauteng,City of Tshwane
N12,N12_000303,,-26.016503,28.065688,-26.018342,28.056213,1071.3,national,3,60,1,Gauteng,City of Tshwane
N12,N12_000304,,-26.583957,27.896572,-26.578374,27.901069,795.8,national,4,80,0,Gauteng,Ekurhuleni
N12,N12_000305,,-26.105048,27.566608,-26.109025,27.56647,441.8,national,2,80,1,Gauteng,City of Tshwane
N12,N12_000306,,-26.052567,27.981078,-26.061029,27.976112,1089.0,national,2,120,0,Gauteng,City of Tshwane
N12,N12_000307,,-26.460936,27.76559,-26.45196,27.762234,1063.7,national,4,120,1,Gauteng,City of Tshwane
N12,N12_000308,,-26.164843,28.378571,-26.157653,28.388056,1321.1,national,2,100,1,Gauteng,Ekurhuleni
N12,N12_000309,,-25.368537,27.641022,-25.372253,27.650313,1110.8,national,3,100,1,Gauteng,Ekurhuleni
N12,N12_000310,,-25.583433,27.791063,-25.587827,27.79678,800.4,national,3,60,0,Gauteng,Ekurhuleni
N12,N12_000311,,-25.303556,27.615913,-25.298204,27.606451,1206.6,national,4,120,0,Gauteng,City of Tshwane
N12,N12_000312,,-25.563009,28.397538,-25.571626,28.404494,1229.2,national,3,120,0,Gauteng,Ekurhuleni
N12,N12_000313,,-26.206318,27.703218,-26.213235,27.701681,786.5,national,3,60,1,Gauteng,Ekurhuleni
N12,N12_000314,,-25.976995,27.880966,-25.976863,27.889374,933.4,national,4,120,0,Gauteng,City of Tshwane
N12,N12_000315,,-25.687875,28.374756,-25.685999,28.383044,943.3,national,2,80,1,Gauteng,City of Johannesburg
N12,N12_000316,,-25.7589,27.453156,-25.749228,27.456705,1143.6,national,3,100,1,Gauteng,City of Johannesburg
N12,N12_000317,,-26.586288,27.710486,-26.586074,27.710862,50.0,national,4,80,1,Gauteng,City of Tshwane
N12,N12_000318,,-26.091526,28.326811,-26.089754,28.32682,196.7,national,3,60,1,Gauteng,City of Johannesburg
N12,N12_000319,,-26.215938,28.504657,-26.224221,28.511283,1177.4,national,4,80,1,Gauteng,City of Tshwane
N12,N12_000320,,-26.154013,28.341124,-26.153591,28.33809,340.0,national,2,120,1,Gauteng,City of Tshwane
N12,N12_000321,,-26.512673,27.45362,-26.508457,27.444072,1158.6,national,3,60,0,Gauteng,Ekurhuleni
N12,N12_000322,,-26.282913,27.609344,-26.28971,27.610541,766.1,national,3,80,1,Gauteng,Ekurhuleni
N12,N12_000323,,-26.360213,28.168575,-26.36157,28.159159,1056.0,national,4,80,1,Gauteng,Ekurhuleni
N12,N12_000324,,-26.041581,27.40534,-26.047285,27.400907,801.9,national,4,60,0,Gauteng,Ekurhuleni
N12,N12_000325,,-26.356952,27.791182,-26.357801,27.786429,535.9,national,3,100,1,Gauteng,Ekurhuleni
N12,N12_000326,,-26.089693,27.537078,-26.092653,27.536235,341.7,national,2,100,0,Gauteng,Ekurhuleni
N12,N12_000327,,-26.425868,27.541434,-26.42976,27.535095,825.7,national,4,80,1,Gauteng,City of Tshwane
N12,N12_000328,,-25.824646,28.089767,-25.826185,28.0895,173.4,national,4,80,0,Gauteng,City of Tshwane
N12,N12_000329,,-26.224515,27.624518,-26.217675,27.626906,804.2,national,3,60,1,Gauteng,City of Johannesburg
N12,N12_000330,,-26.346333,27.860733,-26.345101,27.863794,366.3,national,3,120,1,Gauteng,Ekurhuleni
N12,N12_000331,,-25.508141,27.986439,-25.516488,27.977056,1393.9,national,2,100,0,Gauteng,City of Tshwane
N12,N12_000332,,-26.307704,27.746404,-26.302089,27.747717,640.1,national,3,60,0,Gauteng,City of Tshwane
N12,N12_000333,,-25.592353,28.387939,-25.595016,28.394391,774.8,national,2,120,0,Gauteng,City of Tshwane
N12,N12_000334,,-26.466859,28.396085,-26.461832,28.392039,716.3,national,2,120,1,Gauteng,City of Tshwane
N12,N12_000335,,-25.47914,27.50438,-25.471834,27.496728,1174.4,national,2,80,1,Gauteng,Ekurhuleni
N12,N12_000336,,-25.80666,27.9138,-25.804337,27.919497,682.9,national,2,60,1,Gauteng,Ekurhuleni
N12,N12_000337,,-26.234589,28.046522,-26.238116,28.050603,598.7,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000338,,-25.348396,28.342829,-25.340021,28.352679,1435.1,national,4,80,0,Gauteng,City of Johannesburg
N12,N12_000339,,-26.409884,27.786516,-26.414933,27.793387,946.5,national,3,120,0,Gauteng,Ekurhuleni
N12,N12_000340,,-25.777877,28.153375,-25.780374,28.144885,982.3,national,2,120,1,Gauteng,Ekurhuleni
N12,N12_000341,,-25.382763,27.842885,-25.373758,27.839431,1070.6,national,2,60,1,Gauteng,Ekurhuleni
N12,N12_000342,,-25.736613,27.829867,-25.745346,27.830555,972.4,national,2,120,0,Gauteng,City of Tshwane
N12,N12_000343,,-26.250902,28.394012,-26.254147,28.395571,399.6,national,4,120,1,Gauteng,Ekurhuleni
N12,N12_000344,,-25.60907,27.455132,-25.606546,27.461866,798.2,national,2,60,0,Gauteng,City of Tshwane
N12,N12_000345,,-26.006526,28.590206,-26.00797,28.60012,1112.1,national,2,100,0,Gauteng,City of Tshwane
N12,N12_000346,,-26.478658,27.832522,-26.48701,27.835812,996.4,national,4,80,0,Gauteng,City of Tshwane
N12,N12_000347,,-25.786714,28.271186,-25.781609,28.269771,588.0,national,2,60,0,Gauteng,City of Johannesburg
N12,N12_000348,,-25.980151,27.55924,-25.985627,27.56284,727.4,national,2,60,1,Gauteng,City of Johannesburg
N12,N12_000349,,-25.315399,27.906777,-25.322755,27.898194,1254.8,national,3,60,0,Gauteng,City of Johannesburg
N12,N12_000350,,-26.192643,28.457187,-26.1999,28.462656,1008.7,national,2,80,0,Gauteng,Ekurhuleni
N12,N12_000351,,-25.867721,28.132383,-25.874439,28.129407,815.6,national,2,80,1,Gauteng,Ekurhuleni
N12,N12_000352,,-25.707464,28.431955,-25.71573,28.423964,1276.2,national,2,120,1,Gauteng,City of Tshwane
N12,N12_000353,,-26.191145,27.567796,-26.195606,27.559481,1047.4,national,4,100,0,Gauteng,Ekurhuleni
N12,N12_000354,,-25.461425,27.646535,-25.459286,27.640308,730.8,national,3,100,0,Gauteng,City of Johannesburg
N12,N12_000355,,-25.956646,27.535292,-25.956654,27.537171,208.5,national,4,60,1,Gauteng,City of Tshwane
N12,N12_000356,,-26.428422,28.432977,-26.427054,28.430285,335.1,national,4,80,1,Gauteng,City of Johannesburg
N12,N12_000357,,-26.578304,27.481039,-26.58306,27.471836,1149.9,national,2,120,1,Gauteng,Ekurhuleni
N12,N12_000358,,-25.673582,28.320532,-25.67511,28.318578,275.4,national,4,80,1,Gauteng,City of Johannesburg
N12,N12_000359,,-26.197121,28.013566,-26.203057,28.019727,949.7,national,4,100,1,Gauteng,Ekurhuleni
N12,N12_000360,,-25.775417,28.401432,-25.771796,28.392754,1043.7,national,4,120,0,Gauteng,City of Johannesburg
N14,N14_000361,,-26.282176,28.509553,-26.289856,28.511799,888.2,national,2,100,0,Gauteng,City of Johannesburg
N14,N14_000362,,-26.583536,27.564654,-26.593309,27.564582,1084.8,national,3,100,0,Gauteng,City of Tshwane
N14,N14_000363,,-26.43499,28.337349,-26.439615,28.345077,999.7,national,2,100,1,Gauteng,City of Tshwane
N14,N14_000364,,-25.91899,27.71554,-25.909489,27.718091,1092.0,national,3,120,1,Gauteng,City of Johannesburg
N14,N14_000365,,-25.950507,28.080263,-25.953153,28.075365,617.9,national,2,60,0,Gauteng,Ekurhuleni
N14,N14_000366,,-25.938528,27.452845,-25.931269,27.447736,985.3,national,3,100,1,Gauteng,City of Johannesburg
N14,N14_000367,,-26.367351,28.552411,-26.376644,28.558473,1231.6,national,4,120,0,Gauteng,City of Tshwane
N14,N14_000368,,-26.277258,28.499026,-26.280859,28.505546,826.8,national,4,100,0,Gauteng,Ekurhuleni
N14,N14_000369,,-25.724677,27.463207,-25.730213,27.463522,615.5,national,2,120,0,Gauteng,City of Tshwane
N14,N14_000370,,-25.474158,28.328233,-25.477944,28.319961,1009.8,national,3,60,1,Gauteng,City of Johannesburg
N14,N14_000371,,-26.220926,28.341409,-26.216134,28.336261,780.7,national,3,120,0,Gauteng,Ekurhuleni
N14,N14_000372,,-25.429424,28.312579,-25.434521,28.302707,1233.3,national,3,60,0,Gauteng,Ekurhuleni
N14,N14_000373,,-26.149649,28.407489,-26.142105,28.416509,1305.2,national,2,120,1,Gauteng,City of Johannesburg
N14,N14_000374,,-26.333247,28.579739,-26.334851,28.588963,1039.2,national,2,100,0,Gauteng,City of Johannesburg
N14,N14_000375,,-25.402343,28.476745,-25.401948,28.480762,448.0,national,3,120,0,Gauteng,Ekurhuleni
N14,N14_000376,,-26.47575,27.560217,-26.469351,27.551714,1181.3,national,4,60,1,Gauteng,Ekurhuleni
N14,N14_000377,,-25.346516,27.684126,-25.351296,27.680426,671.0,national,3,100,1,Gauteng,City of Tshwane
N14,N14_000378,,-26.246457,27.489625,-26.252403,27.495224,906.5,national,4,60,0,Gauteng,City of Johannesburg
N14,N14_000379,,-26.386313,27.959266,-26.388183,27.959984,222.3,national,2,120,1,Gauteng,City of Tshwane
N14,N14_000380,,-26.25549,27.543896,-26.262338,27.547617,865.1,national,4,60,0,Gauteng,City of Tshwane
N14,N14_000381,,-26.407179,28.253389,-26.397811,28.251314,1065.1,national,2,100,1,Gauteng,City of Johannesburg
N14,N14_000382,,-26.559593,27.885271,-26.560549,27.890233,560.9,national,2,60,1,Gauteng,City of Johannesburg
N14,N14_000383,,-25.554934,27.567752,-25.564695,27.574359,1308.4,national,2,80,0,Gauteng,City of Tshwane
N14,N14_000384,,-26.116088,28.156357,-26.113194,28.158003,369.6,national,3,60,0,Gauteng,City of Johannesburg
N14,N14_000385,,-26.342925,28.175184,-26.336739,28.167024,1136.6,national,3,60,0,Gauteng,City of Tshwane
N14,N14_000386,,-26.534171,28.508958,-26.535508,28.513447,519.9,national,3,60,1,Gauteng,Ekurhuleni
N14,N14_000387,,-26.045337,27.824732,-26.037171,27.820232,1035.0,national,3,80,0,Gauteng,Ekurhuleni
N14,N14_000388,,-25.79507,27.694942,-25.799168,27.693182,495.1,national,4,120,0,Gauteng,City of Johannesburg
N14,N14_000389,,-26.236291,27.564683,-26.242302,27.572376,1083.7,national,4,80,0,Gauteng,City of Tshwane
N14,N14_000390,,-25.58351,27.830935,-25.58262,27.830629,104.5,national,4,100,1,Gauteng,City of Tshwane
N14,N14_000391,,-26.366239,27.782653,-26.371859,27.790568,1077.5,national,3,60,1,Gauteng,Ekurhuleni
N14,N14_000392,,-26.135337,28.100787,-26.140682,28.093979,960.7,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000393,,-25.538829,28.500711,-25.547711,28.510639,1478.6,national,2,120,1,Gauteng,City of Johannesburg
N14,N14_000394,,-26.37107,28.111023,-26.364946,28.114976,809.1,national,4,60,1,Gauteng,Ekurhuleni
N14,N14_000395,,-25.867312,28.075731,-25.873547,28.085491,1285.6,national,3,100,0,Gauteng,City of Tshwane
N14,N14_000396,,-26.550647,27.467402,-26.548614,27.457801,1089.4,national,3,60,1,Gauteng,Ekurhuleni
N14,N14_000397,,-26.338096,27.556587,-26.333757,27.564963,1047.0,national,3,60,0,Gauteng,City of Johannesburg
N14,N14_000398,,-25.837408,28.500669,-25.831921,28.507599,981.1,national,3,60,1,Gauteng,Ekurhuleni
N14,N14_000399,,-25.3755,27.874715,-25.383479,27.87075,989.0,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000400,,-25.351139,28.179016,-25.357655,28.188391,1267.3,national,4,100,0,Gauteng,Ekurhuleni
N14,N14_000401,,-25.834365,27.610422,-25.838229,27.614192,599.2,national,2,80,0,Gauteng,Ekurhuleni
N14,N14_000402,,-25.366692,27.869922,-25.356806,27.879226,1506.8,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000403,,-26.312836,28.07866,-26.304102,28.071473,1255.5,national,4,60,0,Gauteng,City of Tshwane
N14,N14_000404,,-25.322906,27.601465,-25.3152,27.59324,1251.1,national,4,100,1,Gauteng,City of Johannesburg
N14,N14_000405,,-26.255224,27.699449,-26.263868,27.694582,1101.1,national,2,60,0,Gauteng,City of Tshwane
N14,N14_000406,,-26.030314,27.903584,-26.036987,27.901864,764.9,national,3,100,1,Gauteng,City of Johannesburg
N14,N14_000407,,-25.522551,28.346476,-25.52099,28.351641,598.9,national,2,80,1,Gauteng,City of Johannesburg
N14,N14_000408,,-25.561047,27.440095,-25.570645,27.435318,1190.1,national,2,60,1,Gauteng,City of Johannesburg
N14,N14_000409,,-25.445689,27.593085,-25.454189,27.601922,1361.0,national,2,100,1,Gauteng,Ekurhuleni
N14,N14_000410,,-26.559709,28.530931,-26.566409,28.538726,1140.9,national,2,60,0,Gauteng,City of Tshwane
N14,N14_000411,,-26.332784,27.627981,-26.32884,27.632422,659.3,national,4,100,1,Gauteng,City of Tshwane
N14,N14_000412,,-26.291187,27.459563,-26.289752,27.46636,771.1,national,2,60,1,Gauteng,City of Johannesburg
N14,N14_000413,,-26.044112,27.753459,-26.040872,27.755463,422.9,national,2,60,0,Gauteng,City of Johannesburg
N14,N14_000414,,-26.377918,27.750174,-26.386279,27.757049,1201.6,national,3,120,1,Gauteng,City of Tshwane
N14,N14_000415,,-25.436659,27.718005,-25.433822,27.715756,401.9,national,3,120,1,Gauteng,City of Johannesburg
N14,N14_000416,,-26.020492,27.715955,-26.021191,27.71048,612.7,national,3,60,0,Gauteng,Ekurhuleni
N14,N14_000417,,-25.732291,27.502849,-25.735415,27.503678,358.8,national,4,80,0,Gauteng,City of Tshwane
N14,N14_000418,,-25.536073,27.902358,-25.535363,27.909696,818.3,national,3,80,1,Gauteng,City of Tshwane
N14,N14_000419,,-26.497358,28.483333,-26.493072,28.483375,475.8,national,4,80,0,Gauteng,City of Tshwane
N14,N14_000420,,-26.375257,28.581242,-26.365814,28.587411,1252.1,national,2,60,1,Gauteng,City of Johannesburg
N14,N14_000421,,-25.315236,27.922472,-25.305291,27.925017,1139.5,national,4,100,1,Gauteng,Ekurhuleni
N14,N14_000422,,-25.411574,27.480414,-25.413812,27.478361,337.1,national,3,100,1,Gauteng,City of Johannesburg
N14,N14_000423,,-25.577484,28.14767,-25.577033,28.146062,185.4,national,3,80,0,Gauteng,Ekurhuleni
N14,N14_000424,,-25.835686,28.310053,-25.826893,28.318552,1357.4,national,4,60,1,Gauteng,Ekurhuleni
N14,N14_000425,,-25.455823,28.453472,-25.46054,28.456568,626.3,national,4,120,0,Gauteng,City of Johannesburg
N14,N14_000426,,-26.241962,27.572623,-26.239789,27.576496,493.0,national,2,120,1,Gauteng,Ekurhuleni
N14,N14_000427,,-26.291147,28.2949,-26.28273,28.302841,1284.4,national,2,100,1,Gauteng,City of Tshwane
N14,N14_000428,,-26.235549,27.989943,-26.231625,27.981907,992.6,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000429,,-26.023956,28.390988,-26.028568,28.389323,544.2,national,4,60,0,Gauteng,City of Tshwane
N14,N14_000430,,-26.325192,28.388763,-26.320373,28.393953,786.1,national,3,60,0,Gauteng,City of Johannesburg
N14,N14_000431,,-26.19554,28.008154,-26.202827,28.01518,1123.6,national,4,60,0,Gauteng,City of Johannesburg
N14,N14_000432,,-25.462265,27.640872,-25.471112,27.631533,1427.9,national,2,100,0,Gauteng,City of Tshwane
N14,N14_000433,,-26.121142,27.957062,-26.123203,27.965523,966.7,national,4,60,0,Gauteng,City of Tshwane
N14,N14_000434,,-25.964577,27.935324,-25.955367,27.934816,1023.9,national,4,100,1,Gauteng,City of Johannesburg
N14,N14_000435,,-25.51105,27.710392,-25.504433,27.7022,1168.9,national,2,120,0,Gauteng,City of Johannesburg
N14,N14_000436,,-25.490032,28.335796,-25.495746,28.330223,885.9,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000437,,-26.067641,27.424063,-26.062035,27.429414,860.3,national,2,120,0,Gauteng,Ekurhuleni
N14,N14_000438,,-26.374839,28.361038,-26.380364,28.363205,658.7,national,3,100,1,Gauteng,City of Tshwane
N14,N14_000439,,-25.492938,27.950798,-25.498574,27.946841,764.4,national,4,120,0,Gauteng,City of Johannesburg
N14,N14_000440,,-25.935032,28.194827,-25.928166,28.192312,811.6,national,4,100,1,Gauteng,Ekurhuleni
N14,N14_000441,,-26.459464,27.476604,-26.449697,27.479416,1128.2,national,3,100,1,Gauteng,City of Johannesburg
N14,N14_000442,,-26.405092,28.318569,-26.397098,28.324678,1116.7,national,4,120,1,Gauteng,Ekurhuleni
N14,N14_000443,,-26.418092,27.430546,-26.418145,27.426458,453.8,national,3,120,1,Gauteng,Ekurhuleni
N14,N14_000444,,-26.554085,28.249683,-26.552644,28.243481,706.7,national,4,80,1,Gauteng,Ekurhuleni
N14,N14_000445,,-26.133954,27.760234,-26.140554,27.763386,811.9,national,4,80,1,Gauteng,City of Johannesburg
N14,N14_000446,,-25.987985,28.289103,-25.983481,28.290284,516.8,national,2,100,0,Gauteng,City of Johannesburg
N14,N14_000447,,-26.138132,28.293052,-26.14199,28.298814,769.7,national,3,100,1,Gauteng,Ekurhuleni
N14,N14_000448,,-26.217734,28.421457,-26.218323,28.428785,816.0,national,4,60,1,Gauteng,City of Johannesburg
N14,N14_000449,,-25.949379,28.440997,-25.951746,28.436964,519.0,national,2,80,0,Gauteng,City of Johannesburg
N14,N14_000450,,-26.154529,28.58463,-26.146672,28.594363,1388.4,national,2,100,0,Gauteng,City of Johannesburg
N14,N14_000451,,-25.966145,28.157239,-25.972609,28.159929,777.1,national,2,120,1,Gauteng,City of Johannesburg
N14,N14_000452,,-25.610449,27.602327,-25.605159,27.602119,587.6,national,2,80,1,Gauteng,Ekurhuleni
N14,N14_000453,,-26.041767,27.914831,-26.042219,27.904924,1100.8,national,4,80,1,Gauteng,City of Johannesburg
N14,N14_000454,,-25.440392,28.308217,-25.439771,28.298575,1072.4,national,2,80,0,Gauteng,Ekurhuleni
N14,N14_000455,,-25.459919,27.774511,-25.467865,27.774578,882.0,national,3,80,0,Gauteng,City of Johannesburg
N14,N14_000456,,-26.212337,27.748993,-26.20778,27.75092,549.2,national,3,120,0,Gauteng,City of Tshwane
N14,N14_000457,,-25.305019,27.988214,-25.300017,27.981512,928.3,national,3,60,0,Gauteng,City of Johannesburg
N14,N14_000458,,-25.654681,27.557447,-25.649999,27.559241,556.5,national,2,60,1,Gauteng,Ekurhuleni
N14,N14_000459,,-25.754298,27.444836,-25.746767,27.439952,996.3,national,4,60,0,Gauteng,Ekurhuleni
N14,N14_000460,,-26.459453,28.403344,-26.468488,28.39566,1316.6,national,3,120,0,Gauteng,Ekurhuleni
N14,N14_000461,,-26.27144,28.242242,-26.27733,28.245957,773.0,national,2,100,1,Gauteng,Ekurhuleni
N14,N14_000462,,-26.468726,28.024371,-26.46627,28.028386,522.4,national,3,60,0,Gauteng,City of Tshwane
N14,N14_000463,,-26.451784,27.527516,-26.457811,27.521511,944.4,national,3,80,1,Gauteng,Ekurhuleni
N14,N14_000464,,-26.067317,27.592448,-26.066354,27.600655,917.2,national,4,120,1,Gauteng,City of Johannesburg
N14,N14_000465,,-26.596441,28.20596,-26.588303,28.212665,1170.4,national,4,120,0,Gauteng,City of Johannesburg
N14,N14_000466,,-25.586616,27.490058,-25.582144,27.498154,1026.6,national,4,80,1,Gauteng,City of Tshwane
N14,N14_000467,,-26.256637,27.460096,-26.250373,27.467579,1083.2,national,3,100,1,Gauteng,City of Tshwane
N14,N14_000468,,-25.639898,27.513998,-25.634734,27.504916,1159.7,national,2,80,1,Gauteng,City of Tshwane
N14,N14_000469,,-25.437114,28.546107,-25.441748,28.550768,729.6,national,3,100,0,Gauteng,City of Johannesburg
